Date,Région,Maladie,Sexe,Tranche_d_âge,Nombre_de_cas
2024-04-01,Goma,Paludisme,Féminin,6-17,9
2024-04-01,Lubumbashi,Rougeole,Masculin,6-17,9
2024-04-01,Kinshasa,Choléra,Féminin,0-5,11
2024-04-01,Kisangani,Choléra,Féminin,6-17,3
2024-04-01,Mbuji-Mayi,COVID-19,Féminin,60+,20
2024-04-01,Goma,Rougeole,Féminin,36-60,8
2024-04-01,Kisangani,COVID-19,Féminin,60+,20
2024-04-01,Kisangani,COVID-19,Masculin,60+,8
2024-04-01,Mbuji-Mayi,COVID-19,Masculin,0-5,20
2024-04-01,Lubumbashi,Paludisme,Féminin,60+,18
2024-04-01,Kinshasa,Paludisme,Féminin,0-5,11
2024-04-01,Kisangani,Paludisme,Féminin,0-5,14
2024-04-01,Lubumbashi,COVID-19,Masculin,60+,16
2024-04-01,Mbuji-Mayi,COVID-19,Masculin,6-17,19
2024-04-02,Lubumbashi,Tuberculose,Féminin,36-60,10
2024-04-02,Mbuji-Mayi,Rougeole,Masculin,18-35,19
2024-04-02,Goma,Choléra,Masculin,0-5,1
2024-04-02,Mbuji-Mayi,Rougeole,Masculin,36-60,12
2024-04-02,Kisangani,Paludisme,Masculin,36-60,4
2024-04-02,Kinshasa,Tuberculose,Féminin,18-35,6
2024-04-02,Kinshasa,Choléra,Masculin,0-5,18
2024-04-03,Kinshasa,COVID-19,Masculin,60+,20
2024-04-03,Kisangani,COVID-19,Masculin,18-35,1
2024-04-03,Goma,Rougeole,Féminin,60+,8
2024-04-03,Goma,Paludisme,Masculin,6-17,14
2024-04-03,Mbuji-Mayi,Paludisme,Féminin,36-60,14
2024-04-03,Kinshasa,Rougeole,Masculin,36-60,1
2024-04-03,Mbuji-Mayi,Rougeole,Féminin,60+,5
2024-04-03,Kisangani,Paludisme,Féminin,0-5,18
2024-04-03,Mbuji-Mayi,Choléra,Masculin,60+,6
2024-04-03,Goma,Paludisme,Masculin,6-17,5
2024-04-04,Kisangani,COVID-19,Masculin,0-5,3
2024-04-04,Kinshasa,Paludisme,Féminin,6-17,20
2024-04-04,Kinshasa,Tuberculose,Masculin,0-5,16
2024-04-04,Kinshasa,Tuberculose,Masculin,6-17,8
2024-04-04,Kinshasa,Tuberculose,Féminin,36-60,11
2024-04-04,Kisangani,Tuberculose,Masculin,18-35,2
2024-04-04,Goma,COVID-19,Féminin,36-60,8
2024-04-04,Goma,Choléra,Féminin,18-35,7
2024-04-04,Mbuji-Mayi,Choléra,Féminin,0-5,15
2024-04-04,Mbuji-Mayi,Paludisme,Féminin,60+,16
2024-04-04,Mbuji-Mayi,Choléra,Masculin,60+,17
2024-04-04,Goma,Tuberculose,Masculin,0-5,15
2024-04-04,Lubumbashi,COVID-19,Masculin,60+,18
2024-04-04,Kinshasa,Choléra,Masculin,6-17,11
2024-04-04,Mbuji-Mayi,Choléra,Féminin,18-35,14
2024-04-05,Kisangani,Rougeole,Féminin,6-17,18
2024-04-05,Goma,Choléra,Masculin,18-35,12
2024-04-05,Kinshasa,Rougeole,Féminin,6-17,10
2024-04-05,Kinshasa,Paludisme,Masculin,0-5,6
2024-04-05,Goma,Rougeole,Masculin,36-60,2
2024-04-05,Lubumbashi,Paludisme,Féminin,6-17,8
2024-04-05,Lubumbashi,COVID-19,Féminin,6-17,12
2024-04-05,Lubumbashi,Paludisme,Féminin,6-17,4
2024-04-05,Kisangani,COVID-19,Féminin,60+,12
2024-04-05,Mbuji-Mayi,Paludisme,Féminin,60+,5
2024-04-05,Kinshasa,Choléra,Féminin,6-17,11
2024-04-05,Kinshasa,Paludisme,Féminin,6-17,15
2024-04-05,Lubumbashi,Choléra,Masculin,6-17,11
2024-04-05,Kisangani,Tuberculose,Masculin,36-60,6
2024-04-05,Kisangani,Choléra,Féminin,18-35,10
2024-04-06,Lubumbashi,Choléra,Féminin,36-60,18
2024-04-06,Kisangani,Paludisme,Masculin,18-35,10
2024-04-06,Mbuji-Mayi,Tuberculose,Féminin,36-60,17
2024-04-06,Lubumbashi,Paludisme,Féminin,18-35,12
2024-04-06,Kisangani,Choléra,Féminin,60+,9
2024-04-06,Mbuji-Mayi,Tuberculose,Masculin,18-35,14
2024-04-06,Kisangani,Paludisme,Masculin,60+,14
2024-04-06,Kinshasa,Tuberculose,Féminin,60+,4
2024-04-06,Lubumbashi,Rougeole,Féminin,0-5,14
2024-04-06,Kinshasa,Paludisme,Féminin,0-5,5
2024-04-06,Mbuji-Mayi,COVID-19,Féminin,0-5,4
2024-04-06,Lubumbashi,Choléra,Féminin,18-35,16
2024-04-06,Kisangani,Paludisme,Masculin,36-60,16
2024-04-06,Kinshasa,Rougeole,Masculin,6-17,3
2024-04-07,Kinshasa,Paludisme,Masculin,0-5,16
2024-04-07,Goma,Tuberculose,Féminin,18-35,9
2024-04-07,Kinshasa,COVID-19,Masculin,18-35,20
2024-04-07,Mbuji-Mayi,Rougeole,Féminin,60+,11
2024-04-07,Mbuji-Mayi,Paludisme,Masculin,18-35,3
2024-04-07,Mbuji-Mayi,Tuberculose,Masculin,18-35,6
2024-04-07,Mbuji-Mayi,Paludisme,Féminin,6-17,20
2024-04-08,Lubumbashi,Tuberculose,Masculin,36-60,11
2024-04-08,Lubumbashi,Paludisme,Masculin,18-35,4
2024-04-08,Kisangani,Tuberculose,Masculin,36-60,6
2024-04-08,Lubumbashi,Choléra,Féminin,36-60,8
2024-04-08,Goma,Choléra,Féminin,18-35,1
2024-04-08,Goma,Tuberculose,Féminin,18-35,1
2024-04-08,Lubumbashi,Choléra,Masculin,18-35,7
2024-04-08,Goma,Rougeole,Masculin,18-35,13
2024-04-08,Goma,Choléra,Masculin,60+,10
2024-04-08,Mbuji-Mayi,COVID-19,Masculin,0-5,9
2024-04-08,Kinshasa,Rougeole,Masculin,60+,19
2024-04-08,Mbuji-Mayi,Tuberculose,Masculin,0-5,15
2024-04-08,Goma,COVID-19,Féminin,60+,8
2024-04-08,Goma,COVID-19,Masculin,0-5,12
2024-04-08,Goma,Rougeole,Masculin,0-5,5
2024-04-09,Kisangani,COVID-19,Féminin,60+,16
2024-04-09,Lubumbashi,Tuberculose,Masculin,60+,2
2024-04-09,Lubumbashi,COVID-19,Féminin,6-17,11
2024-04-09,Mbuji-Mayi,Paludisme,Féminin,18-35,4
2024-04-09,Mbuji-Mayi,Paludisme,Masculin,36-60,7
2024-04-09,Goma,Rougeole,Féminin,6-17,20
2024-04-09,Mbuji-Mayi,Rougeole,Masculin,6-17,15
2024-04-10,Kinshasa,Rougeole,Féminin,6-17,5
2024-04-10,Lubumbashi,Tuberculose,Masculin,0-5,20
2024-04-10,Mbuji-Mayi,COVID-19,Féminin,60+,16
2024-04-10,Lubumbashi,Tuberculose,Féminin,36-60,12
2024-04-10,Mbuji-Mayi,COVID-19,Masculin,6-17,14
2024-04-10,Mbuji-Mayi,Choléra,Masculin,6-17,13
2024-04-10,Kisangani,Choléra,Féminin,0-5,15
2024-04-11,Kinshasa,Tuberculose,Féminin,6-17,11
2024-04-11,Kisangani,Choléra,Masculin,6-17,11
2024-04-11,Kinshasa,Choléra,Masculin,60+,20
2024-04-11,Mbuji-Mayi,Choléra,Féminin,60+,15
2024-04-11,Lubumbashi,Choléra,Féminin,60+,16
2024-04-12,Lubumbashi,COVID-19,Masculin,6-17,13
2024-04-12,Lubumbashi,COVID-19,Masculin,18-35,9
2024-04-12,Lubumbashi,Tuberculose,Masculin,6-17,20
2024-04-12,Mbuji-Mayi,Tuberculose,Masculin,18-35,16
2024-04-12,Goma,Choléra,Masculin,0-5,14
2024-04-12,Goma,Choléra,Féminin,36-60,15
2024-04-12,Lubumbashi,Tuberculose,Masculin,6-17,17
2024-04-12,Lubumbashi,Paludisme,Féminin,0-5,8
2024-04-12,Kisangani,Tuberculose,Masculin,18-35,12
2024-04-12,Kisangani,COVID-19,Masculin,60+,19
2024-04-12,Goma,Choléra,Féminin,60+,8
2024-04-12,Kisangani,Choléra,Féminin,18-35,1
2024-04-12,Kisangani,Tuberculose,Masculin,18-35,12
2024-04-13,Kisangani,Choléra,Masculin,36-60,9
2024-04-13,Kinshasa,Paludisme,Féminin,18-35,16
2024-04-13,Kisangani,Rougeole,Masculin,36-60,3
2024-04-13,Lubumbashi,COVID-19,Féminin,0-5,13
2024-04-13,Kisangani,Paludisme,Féminin,0-5,11
2024-04-13,Goma,Rougeole,Masculin,0-5,6
2024-04-13,Lubumbashi,Tuberculose,Féminin,36-60,19
2024-04-13,Kinshasa,Tuberculose,Féminin,0-5,17
2024-04-13,Lubumbashi,Choléra,Masculin,6-17,10
2024-04-13,Goma,Tuberculose,Féminin,18-35,5
2024-04-13,Mbuji-Mayi,Rougeole,Masculin,36-60,2
2024-04-13,Kisangani,COVID-19,Féminin,60+,18
2024-04-13,Mbuji-Mayi,COVID-19,Féminin,60+,19
2024-04-14,Lubumbashi,Rougeole,Masculin,60+,20
2024-04-14,Kinshasa,Choléra,Féminin,60+,2
2024-04-14,Kisangani,Choléra,Féminin,60+,11
2024-04-14,Mbuji-Mayi,Paludisme,Masculin,60+,13
2024-04-14,Goma,Paludisme,Féminin,60+,11
2024-04-14,Goma,Paludisme,Féminin,60+,2
2024-04-15,Lubumbashi,Rougeole,Masculin,60+,17
2024-04-15,Kisangani,COVID-19,Masculin,0-5,6
2024-04-15,Kinshasa,Choléra,Féminin,18-35,12
2024-04-15,Goma,Paludisme,Féminin,0-5,12
2024-04-15,Kinshasa,Tuberculose,Masculin,0-5,12
2024-04-16,Kinshasa,Paludisme,Féminin,60+,5
2024-04-16,Kisangani,Rougeole,Masculin,36-60,14
2024-04-16,Lubumbashi,Rougeole,Masculin,0-5,20
2024-04-16,Kinshasa,Rougeole,Masculin,36-60,12
2024-04-16,Kinshasa,Tuberculose,Féminin,60+,4
2024-04-16,Lubumbashi,Rougeole,Masculin,0-5,2
2024-04-16,Kisangani,Rougeole,Masculin,6-17,10
2024-04-16,Mbuji-Mayi,Choléra,Masculin,6-17,8
2024-04-16,Goma,COVID-19,Féminin,0-5,4
2024-04-16,Lubumbashi,Tuberculose,Féminin,0-5,13
2024-04-16,Kisangani,Rougeole,Masculin,0-5,13
2024-04-17,Goma,Tuberculose,Masculin,6-17,9
2024-04-17,Goma,COVID-19,Masculin,36-60,6
2024-04-17,Kinshasa,COVID-19,Masculin,36-60,13
2024-04-17,Kinshasa,Choléra,Masculin,60+,2
2024-04-17,Kinshasa,Tuberculose,Féminin,0-5,8
2024-04-17,Lubumbashi,Tuberculose,Féminin,36-60,1
2024-04-17,Kinshasa,COVID-19,Féminin,36-60,12
2024-04-17,Kinshasa,COVID-19,Féminin,60+,16
2024-04-17,Kinshasa,Tuberculose,Féminin,60+,9
2024-04-17,Goma,COVID-19,Féminin,18-35,7
2024-04-17,Mbuji-Mayi,Tuberculose,Féminin,18-35,14
2024-04-17,Mbuji-Mayi,Rougeole,Féminin,36-60,20
2024-04-17,Kinshasa,COVID-19,Féminin,60+,9
2024-04-17,Goma,Choléra,Féminin,0-5,3
2024-04-18,Lubumbashi,Choléra,Féminin,36-60,13
2024-04-18,Kinshasa,COVID-19,Féminin,6-17,19
2024-04-18,Kinshasa,Rougeole,Masculin,0-5,5
2024-04-18,Kinshasa,COVID-19,Masculin,60+,1
2024-04-18,Kisangani,Paludisme,Féminin,6-17,5
2024-04-18,Lubumbashi,Choléra,Féminin,6-17,20
2024-04-18,Kisangani,Paludisme,Masculin,18-35,9
2024-04-18,Lubumbashi,Paludisme,Masculin,18-35,8
2024-04-18,Goma,Paludisme,Féminin,6-17,9
2024-04-18,Lubumbashi,COVID-19,Féminin,18-35,9
2024-04-18,Kisangani,Rougeole,Masculin,60+,3
2024-04-18,Kinshasa,Choléra,Masculin,18-35,18
2024-04-19,Kisangani,Rougeole,Masculin,36-60,8
2024-04-19,Mbuji-Mayi,Paludisme,Masculin,36-60,14
2024-04-19,Kinshasa,Paludisme,Masculin,18-35,9
2024-04-19,Lubumbashi,Paludisme,Masculin,60+,16
2024-04-19,Lubumbashi,Tuberculose,Féminin,6-17,6
2024-04-20,Kisangani,COVID-19,Féminin,36-60,2
2024-04-20,Kinshasa,COVID-19,Féminin,0-5,2
2024-04-20,Kinshasa,Tuberculose,Féminin,6-17,17
2024-04-20,Goma,Paludisme,Féminin,60+,1
2024-04-20,Kisangani,Rougeole,Masculin,0-5,14
2024-04-20,Mbuji-Mayi,Paludisme,Féminin,60+,11
2024-04-20,Goma,COVID-19,Féminin,6-17,13
2024-04-20,Mbuji-Mayi,Paludisme,Masculin,0-5,18
2024-04-20,Kisangani,Tuberculose,Masculin,18-35,19
2024-04-20,Mbuji-Mayi,Rougeole,Masculin,60+,5
2024-04-20,Kinshasa,Choléra,Féminin,0-5,2
2024-04-20,Kisangani,Choléra,Masculin,6-17,5
2024-04-20,Kisangani,Rougeole,Masculin,18-35,6
2024-04-20,Goma,Rougeole,Masculin,36-60,18
2024-04-20,Goma,Tuberculose,Masculin,60+,4
2024-04-21,Kisangani,COVID-19,Féminin,18-35,11
2024-04-21,Kisangani,Choléra,Féminin,6-17,15
2024-04-21,Mbuji-Mayi,Tuberculose,Féminin,36-60,18
2024-04-21,Lubumbashi,Tuberculose,Masculin,6-17,8
2024-04-21,Goma,Rougeole,Féminin,6-17,1
2024-04-21,Goma,Paludisme,Masculin,18-35,7
2024-04-21,Kinshasa,COVID-19,Féminin,36-60,15
2024-04-21,Goma,Choléra,Féminin,6-17,16
2024-04-21,Kinshasa,Paludisme,Féminin,36-60,10
2024-04-21,Goma,Choléra,Masculin,36-60,8
2024-04-21,Lubumbashi,Tuberculose,Féminin,0-5,7
2024-04-21,Lubumbashi,Tuberculose,Féminin,6-17,10
2024-04-22,Mbuji-Mayi,Choléra,Féminin,0-5,14
2024-04-22,Goma,Choléra,Féminin,6-17,7
2024-04-22,Kisangani,COVID-19,Masculin,18-35,5
2024-04-22,Mbuji-Mayi,Tuberculose,Féminin,36-60,13
2024-04-22,Lubumbashi,COVID-19,Masculin,6-17,11
2024-04-22,Kisangani,COVID-19,Masculin,0-5,12
2024-04-22,Kisangani,Tuberculose,Masculin,0-5,15
2024-04-22,Mbuji-Mayi,Rougeole,Masculin,60+,8
2024-04-22,Kinshasa,Choléra,Féminin,60+,6
2024-04-22,Mbuji-Mayi,COVID-19,Masculin,36-60,19
2024-04-22,Kinshasa,Tuberculose,Masculin,60+,17
2024-04-22,Kisangani,COVID-19,Masculin,6-17,8
2024-04-22,Kisangani,COVID-19,Féminin,0-5,8
2024-04-22,Mbuji-Mayi,Tuberculose,Masculin,36-60,8
2024-04-22,Lubumbashi,Rougeole,Masculin,18-35,8
2024-04-23,Lubumbashi,Rougeole,Masculin,60+,17
2024-04-23,Kisangani,COVID-19,Féminin,6-17,10
2024-04-23,Kinshasa,Paludisme,Masculin,6-17,8
2024-04-23,Goma,COVID-19,Féminin,36-60,6
2024-04-23,Kinshasa,Rougeole,Masculin,18-35,10
2024-04-23,Kinshasa,Paludisme,Féminin,60+,20
2024-04-23,Kisangani,Rougeole,Féminin,60+,14
2024-04-23,Kinshasa,Tuberculose,Masculin,36-60,2
2024-04-24,Mbuji-Mayi,Paludisme,Féminin,60+,3
2024-04-24,Goma,Paludisme,Féminin,0-5,3
2024-04-24,Mbuji-Mayi,COVID-19,Masculin,6-17,7
2024-04-24,Goma,Choléra,Masculin,0-5,18
2024-04-24,Mbuji-Mayi,Paludisme,Masculin,18-35,20
2024-04-24,Kisangani,Rougeole,Féminin,6-17,19
2024-04-24,Kinshasa,Choléra,Féminin,6-17,14
2024-04-24,Mbuji-Mayi,Choléra,Féminin,18-35,17
2024-04-24,Goma,COVID-19,Masculin,0-5,6
2024-04-24,Lubumbashi,COVID-19,Masculin,60+,13
2024-04-24,Kisangani,Tuberculose,Masculin,18-35,10
2024-04-24,Mbuji-Mayi,Paludisme,Féminin,18-35,11
2024-04-24,Kinshasa,Choléra,Féminin,60+,16
2024-04-24,Kisangani,COVID-19,Masculin,6-17,16
2024-04-24,Mbuji-Mayi,COVID-19,Féminin,36-60,16
2024-04-25,Goma,Choléra,Masculin,6-17,17
2024-04-25,Goma,COVID-19,Masculin,0-5,10
2024-04-25,Kinshasa,Paludisme,Masculin,6-17,1
2024-04-25,Mbuji-Mayi,Rougeole,Masculin,60+,18
2024-04-25,Mbuji-Mayi,COVID-19,Masculin,60+,12
2024-04-25,Kisangani,Tuberculose,Masculin,18-35,2
2024-04-26,Kinshasa,Paludisme,Masculin,6-17,16
2024-04-26,Kinshasa,COVID-19,Féminin,18-35,8
2024-04-26,Mbuji-Mayi,Tuberculose,Féminin,60+,20
2024-04-26,Mbuji-Mayi,Paludisme,Masculin,0-5,4
2024-04-26,Kisangani,Tuberculose,Féminin,0-5,15
2024-04-26,Kinshasa,Rougeole,Féminin,18-35,4
2024-04-27,Lubumbashi,Tuberculose,Féminin,36-60,6
2024-04-27,Mbuji-Mayi,Choléra,Masculin,18-35,8
2024-04-27,Lubumbashi,COVID-19,Féminin,0-5,4
2024-04-27,Kinshasa,Rougeole,Masculin,36-60,14
2024-04-27,Lubumbashi,Paludisme,Féminin,0-5,17
2024-04-27,Lubumbashi,Rougeole,Féminin,36-60,16
2024-04-28,Lubumbashi,Rougeole,Féminin,36-60,1
2024-04-28,Mbuji-Mayi,Tuberculose,Masculin,18-35,15
2024-04-28,Lubumbashi,Tuberculose,Féminin,18-35,11
2024-04-28,Goma,COVID-19,Féminin,6-17,19
2024-04-28,Kisangani,COVID-19,Masculin,6-17,10
2024-04-28,Goma,Choléra,Masculin,0-5,18
2024-04-28,Goma,Tuberculose,Féminin,6-17,15
2024-04-28,Kisangani,Choléra,Féminin,6-17,13
2024-04-28,Kinshasa,Choléra,Masculin,6-17,12
2024-04-28,Mbuji-Mayi,Choléra,Féminin,36-60,17
2024-04-29,Mbuji-Mayi,COVID-19,Masculin,18-35,11
2024-04-29,Kisangani,Tuberculose,Féminin,60+,15
2024-04-29,Mbuji-Mayi,COVID-19,Masculin,0-5,3
2024-04-29,Mbuji-Mayi,Tuberculose,Masculin,0-5,6
2024-04-29,Lubumbashi,Tuberculose,Féminin,18-35,19
2024-04-29,Mbuji-Mayi,Choléra,Masculin,0-5,10
2024-04-29,Kinshasa,COVID-19,Féminin,0-5,2
2024-04-29,Kinshasa,Rougeole,Masculin,6-17,7
2024-04-29,Lubumbashi,Choléra,Masculin,60+,16
2024-04-29,Kinshasa,Choléra,Féminin,6-17,6
2024-04-29,Goma,COVID-19,Masculin,18-35,11
2024-04-29,Goma,Tuberculose,Masculin,6-17,16
2024-04-29,Kisangani,Tuberculose,Masculin,36-60,6
2024-04-30,Kinshasa,COVID-19,Féminin,60+,19
2024-04-30,Mbuji-Mayi,COVID-19,Féminin,6-17,1
2024-04-30,Kisangani,COVID-19,Masculin,60+,9
2024-04-30,Lubumbashi,Tuberculose,Masculin,6-17,18
2024-04-30,Kisangani,Tuberculose,Féminin,18-35,6
2024-05-01,Kisangani,Tuberculose,Féminin,6-17,19
2024-05-01,Mbuji-Mayi,Paludisme,Masculin,18-35,13
2024-05-01,Lubumbashi,COVID-19,Féminin,6-17,4
2024-05-01,Kisangani,COVID-19,Masculin,36-60,1
2024-05-01,Mbuji-Mayi,Choléra,Féminin,6-17,20
2024-05-01,Mbuji-Mayi,COVID-19,Masculin,0-5,9
2024-05-01,Goma,Rougeole,Masculin,0-5,11
2024-05-02,Kisangani,Paludisme,Féminin,36-60,3
2024-05-02,Kinshasa,Choléra,Masculin,0-5,19
2024-05-02,Goma,Paludisme,Masculin,60+,8
2024-05-02,Kinshasa,Rougeole,Féminin,36-60,9
2024-05-02,Lubumbashi,Rougeole,Féminin,6-17,6
2024-05-02,Kinshasa,Paludisme,Féminin,36-60,2
2024-05-02,Kisangani,Rougeole,Féminin,18-35,3
2024-05-02,Kisangani,Rougeole,Masculin,36-60,1
2024-05-02,Kinshasa,Rougeole,Masculin,60+,5
2024-05-02,Kinshasa,Choléra,Masculin,6-17,1
2024-05-02,Kisangani,Choléra,Féminin,60+,10
2024-05-02,Goma,Paludisme,Féminin,18-35,6
2024-05-02,Kinshasa,Tuberculose,Féminin,6-17,7
2024-05-02,Kinshasa,Rougeole,Féminin,60+,16
2024-05-03,Lubumbashi,COVID-19,Féminin,6-17,12
2024-05-03,Kinshasa,Paludisme,Féminin,60+,14
2024-05-03,Lubumbashi,Rougeole,Masculin,6-17,6
2024-05-03,Kisangani,Paludisme,Féminin,0-5,19
2024-05-03,Kisangani,Choléra,Féminin,18-35,2
2024-05-03,Goma,Tuberculose,Masculin,18-35,4
2024-05-03,Lubumbashi,COVID-19,Féminin,60+,3
2024-05-03,Lubumbashi,COVID-19,Masculin,18-35,4
2024-05-03,Lubumbashi,Paludisme,Féminin,18-35,10
2024-05-03,Goma,Choléra,Féminin,0-5,10
2024-05-03,Mbuji-Mayi,Tuberculose,Masculin,18-35,2
2024-05-03,Lubumbashi,Choléra,Masculin,0-5,9
2024-05-03,Lubumbashi,Paludisme,Féminin,6-17,15
2024-05-04,Kinshasa,Choléra,Masculin,60+,2
2024-05-04,Mbuji-Mayi,Rougeole,Masculin,36-60,10
2024-05-04,Kisangani,Tuberculose,Féminin,60+,17
2024-05-04,Kinshasa,COVID-19,Féminin,6-17,18
2024-05-04,Mbuji-Mayi,Choléra,Masculin,18-35,12
2024-05-04,Lubumbashi,COVID-19,Masculin,36-60,6
2024-05-04,Kisangani,COVID-19,Féminin,0-5,5
2024-05-04,Lubumbashi,Rougeole,Masculin,0-5,1
2024-05-04,Lubumbashi,COVID-19,Masculin,0-5,4
2024-05-04,Kisangani,Tuberculose,Masculin,6-17,14
2024-05-04,Lubumbashi,Rougeole,Masculin,18-35,19
2024-05-04,Lubumbashi,Choléra,Féminin,60+,3
2024-05-04,Goma,Paludisme,Féminin,18-35,12
2024-05-04,Goma,Tuberculose,Masculin,18-35,4
2024-05-05,Kisangani,COVID-19,Féminin,18-35,9
2024-05-05,Kinshasa,COVID-19,Féminin,60+,3
2024-05-05,Lubumbashi,COVID-19,Féminin,36-60,13
2024-05-05,Kinshasa,Choléra,Masculin,36-60,18
2024-05-05,Goma,Paludisme,Masculin,60+,8
2024-05-05,Kinshasa,COVID-19,Féminin,0-5,12
2024-05-06,Goma,COVID-19,Féminin,0-5,9
2024-05-06,Kinshasa,Tuberculose,Masculin,36-60,18
2024-05-06,Goma,Choléra,Masculin,36-60,20
2024-05-06,Goma,Rougeole,Masculin,0-5,15
2024-05-06,Goma,Rougeole,Féminin,60+,11
2024-05-06,Kinshasa,Tuberculose,Féminin,6-17,2
2024-05-06,Lubumbashi,COVID-19,Féminin,6-17,14
2024-05-06,Goma,COVID-19,Féminin,36-60,17
2024-05-06,Lubumbashi,Tuberculose,Féminin,0-5,7
2024-05-07,Kinshasa,COVID-19,Masculin,60+,17
2024-05-07,Lubumbashi,Rougeole,Masculin,60+,3
2024-05-07,Kinshasa,Tuberculose,Féminin,18-35,16
2024-05-07,Goma,Paludisme,Masculin,60+,6
2024-05-07,Mbuji-Mayi,Paludisme,Masculin,6-17,1
2024-05-08,Goma,Paludisme,Masculin,6-17,12
2024-05-08,Mbuji-Mayi,Rougeole,Masculin,18-35,7
2024-05-08,Kisangani,Rougeole,Masculin,60+,1
2024-05-08,Kisangani,Paludisme,Masculin,18-35,16
2024-05-08,Goma,Choléra,Masculin,0-5,16
2024-05-08,Lubumbashi,Rougeole,Féminin,0-5,20
2024-05-08,Goma,Choléra,Féminin,60+,7
2024-05-08,Lubumbashi,COVID-19,Masculin,60+,8
2024-05-09,Goma,Choléra,Féminin,60+,8
2024-05-09,Mbuji-Mayi,Tuberculose,Masculin,36-60,19
2024-05-09,Mbuji-Mayi,Choléra,Féminin,6-17,5
2024-05-09,Kisangani,Tuberculose,Masculin,6-17,11
2024-05-09,Goma,Paludisme,Masculin,6-17,12
2024-05-09,Kinshasa,Choléra,Féminin,0-5,8
2024-05-09,Kisangani,Choléra,Féminin,60+,8
2024-05-09,Lubumbashi,Choléra,Féminin,18-35,13
2024-05-09,Lubumbashi,Rougeole,Masculin,60+,7
2024-05-09,Lubumbashi,Choléra,Féminin,60+,17
2024-05-09,Mbuji-Mayi,Tuberculose,Masculin,0-5,5
2024-05-10,Kinshasa,Tuberculose,Féminin,18-35,14
2024-05-10,Kinshasa,Rougeole,Féminin,18-35,13
2024-05-10,Kinshasa,Tuberculose,Masculin,6-17,14
2024-05-10,Kinshasa,Rougeole,Masculin,60+,19
2024-05-10,Lubumbashi,Paludisme,Féminin,18-35,13
2024-05-10,Kisangani,Tuberculose,Masculin,36-60,14
2024-05-10,Kinshasa,COVID-19,Masculin,6-17,11
2024-05-10,Kinshasa,COVID-19,Masculin,0-5,19
2024-05-10,Mbuji-Mayi,Choléra,Masculin,60+,16
2024-05-11,Kisangani,Rougeole,Féminin,18-35,4
2024-05-11,Kinshasa,Tuberculose,Féminin,18-35,2
2024-05-11,Kinshasa,Choléra,Féminin,36-60,15
2024-05-11,Kinshasa,Tuberculose,Masculin,36-60,10
2024-05-11,Kinshasa,Paludisme,Féminin,36-60,19
2024-05-11,Mbuji-Mayi,Choléra,Masculin,18-35,3
2024-05-11,Goma,Choléra,Féminin,18-35,12
2024-05-12,Kisangani,Choléra,Féminin,6-17,7
2024-05-12,Mbuji-Mayi,Choléra,Féminin,18-35,19
2024-05-12,Goma,COVID-19,Féminin,6-17,7
2024-05-12,Lubumbashi,Paludisme,Féminin,36-60,3
2024-05-12,Mbuji-Mayi,Choléra,Féminin,0-5,6
2024-05-12,Kinshasa,Rougeole,Féminin,18-35,19
2024-05-12,Mbuji-Mayi,Paludisme,Masculin,18-35,5
2024-05-12,Goma,Tuberculose,Féminin,6-17,4
2024-05-12,Lubumbashi,Tuberculose,Féminin,0-5,14
2024-05-12,Goma,Choléra,Féminin,36-60,17
2024-05-12,Kisangani,Rougeole,Masculin,36-60,18
2024-05-12,Mbuji-Mayi,Tuberculose,Masculin,6-17,5
2024-05-13,Lubumbashi,Rougeole,Masculin,6-17,18
2024-05-13,Lubumbashi,Rougeole,Masculin,36-60,20
2024-05-13,Lubumbashi,Rougeole,Masculin,6-17,11
2024-05-13,Goma,Rougeole,Féminin,36-60,16
2024-05-13,Mbuji-Mayi,Rougeole,Masculin,0-5,6
2024-05-13,Lubumbashi,Paludisme,Masculin,0-5,18
2024-05-13,Lubumbashi,Rougeole,Féminin,6-17,16
2024-05-13,Lubumbashi,Rougeole,Féminin,36-60,6
2024-05-13,Mbuji-Mayi,Choléra,Féminin,36-60,20
2024-05-14,Kinshasa,Choléra,Féminin,0-5,14
2024-05-14,Lubumbashi,COVID-19,Féminin,60+,3
2024-05-14,Lubumbashi,Tuberculose,Masculin,18-35,4
2024-05-14,Mbuji-Mayi,Choléra,Féminin,60+,9
2024-05-14,Goma,Tuberculose,Féminin,36-60,5
2024-05-14,Lubumbashi,Choléra,Masculin,36-60,19
2024-05-14,Kisangani,Choléra,Masculin,6-17,7
2024-05-14,Kinshasa,Tuberculose,Masculin,18-35,4
2024-05-14,Lubumbashi,Paludisme,Féminin,36-60,19
2024-05-14,Goma,Paludisme,Masculin,60+,18
2024-05-14,Mbuji-Mayi,COVID-19,Masculin,0-5,2
2024-05-14,Goma,COVID-19,Féminin,60+,4
2024-05-14,Kinshasa,COVID-19,Masculin,0-5,15
2024-05-15,Kinshasa,Paludisme,Masculin,60+,14
2024-05-15,Goma,Paludisme,Masculin,60+,15
2024-05-15,Goma,Tuberculose,Masculin,0-5,15
2024-05-15,Kinshasa,Tuberculose,Féminin,36-60,10
2024-05-15,Kinshasa,Paludisme,Masculin,0-5,16
2024-05-15,Kisangani,Rougeole,Féminin,0-5,3
2024-05-15,Kisangani,Tuberculose,Féminin,0-5,13
